0.43,2.01
0.25,0.08
9.14,3.82
5.34,7.81
6.65,0.7
7.49,3.25
3.11,8.7
8.81,8.86
6.69,8.93
1.64,5.84
3.33,4.03
2.4,6.03
1.49,4.13
0.55,9.09
8.93,9.97
3.59,9.7
5.18,8.08
2.95,8.01
2.97,2.16
1.23,6.9
8.96,5.12
4.58,8.66
5.04,7.99
5.71,5.96
2.38,9.32
7.82,8.45
4.32,6.77
1.03,0.45
9.54,1.48
4.07,0.68
1.58,7.31
3.26,4.93
1.17,0.92
9.85,3.3
7.88,1.83
8.53,6.99
0.12,6.1
9.1,7.47
1.83,5.32
8.91,4.89
1.7,0.77
0.51,4.31
7.18,4.94
7.81,9.96
2.08,7.2
9.1,7.04
1.68,4.23
1.2,4.53
8.94,6.39
5.67,8.83
