1.45,9.98
6.29,7.98
2.45,1.29
5.23,6.87
6.88,7.9
6.7,1.65
4.01,3.36
8.49,5.48
6.13,3.59
0.39,3.97
5.07,0.34
5.25,4.06
1.65,2.68
8.59,3.7
6.1,3.0
1.53,0.27
4.17,5.26
1.27,7.22
1.7,7.84
0.66,7.8
4.68,5.78
9.46,3.77
9.04,9.28
5.32,0.47
3.75,0.71
6.2,9.68
1.14,5.03
2.3,0.1
4.37,4.18
5.49,7.65
3.84,5.54
4.62,2.44
6.45,7.5
5.34,2.75
1.28,3.17
0.39,5.67
1.98,3.43
4.15,9.98
3.17,4.12
0.47,1.86
3.34,2.96
5.9,7.88
1.7,3.21
8.98,4.6
5.99,6.68
4.12,4.95
8.14,5.82
1.97,4.2
1.91,0.43
2.28,4.18
1.09,8.6
1.41,7.99
9.8,4.39
0.73,5.89
4.99,2.87
3.88,9.29
2.36,2.52
1.47,0.33
0.85,3.91
6.3,3.11
9.35,7.6
7.93,2.47
7.88,1.78
1.14,6.84
3.52,4.75
4.92,4.5
5.57,9.59
7.17,5.08
7.98,8.19
7.31,8.96
7.3,9.93
1.91,0.41
4.52,9.71
4.4,1.37
0.84,5.86
8.59,3.51
0.44,4.69
2.07,5.54
2.84,5.2
2.09,8.28
1.54,2.2
6.18,6.28
9.87,0.66
4.4,0.43
8.63,6.45
0.65,5.43
3.81,7.33
0.74,1.46
4.37,0.9
1.91,3.06
6.76,3.49
8.97,5.68
4.03,1.23
7.67,5.46
6.44,1.4
6.53,1.12
5.83,3.6
3.21,9.28
2.68,6.02
1.12,4.46
