3.21,2.29
7.55,6.6
2.94,5.98
0.55,8.47
7.8,7.32
3.18,6.59
6.56,8.64
1.69,4.47
9.29,5.55
3.84,6.65
5.76,1.28
1.93,5.54
6.93,9.38
6.2,3.0
3.79,3.37
1.54,0.76
3.5,4.76
4.71,9.37
5.33,7.73
2.29,5.47
8.55,7.26
6.25,6.99
3.82,1.66
4.91,2.77
4.36,7.01
2.09,8.01
7.93,5.79
0.84,0.27
2.1,3.1
5.86,4.16
3.86,4.7
4.57,2.61
8.91,3.47
5.58,9.4
7.54,9.74
4.78,5.76
1.72,3.56
4.71,9.03
9.37,3.43
4.59,1.54
3.41,2.28
5.36,9.04
9.08,5.8
9.27,4.48
1.29,3.32
5.86,8.16
9.97,1.48
7.91,2.65
4.03,1.37
1.61,0.55
0.26,3.81
7.73,8.03
0.24,5.27
5.88,2.24
1.06,9.12
9.3,9.45
8.08,7.31
5.87,5.69
1.2,4.47
7.39,7.87
3.28,2.72
3.36,2.01
8.59,4.11
2.28,0.38
0.13,9.57
1.56,6.43
5.5,5.32
5.48,4.07
5.76,9.48
2.62,0.18
4.31,2.42
1.1,5.05
2.34,6.97
0.67,7.24
5.68,2.7
8.03,5.38
2.14,5.77
2.49,9.87
0.14,4.31
4.86,7.42
9.36,5.7
3.33,9.06
2.3,7.27
7.6,6.23
3.21,9.17
2.7,9.92
3.7,8.6
8.06,8.79
1.35,7.15
8.3,8.8
1.5,0.79
4.55,9.68
4.98,3.36
7.96,4.97
2.95,2.61
5.55,1.88
0.91,4.34
0.03,0.48
3.94,0.77
8.39,7.7
3.54,2.7
2.72,4.91
7.42,4.58
6.92,0.37
0.18,8.27
2.19,8.61
0.87,4.91
6.97,9.99
2.25,7.82
9.7,1.78
9.66,6.43
7.11,4.51
8.86,8.69
0.94,4.58
6.68,8.17
6.4,2.31
4.85,5.01
1.66,2.64
2.58,1.95
1.3,7.85
3.88,6.73
4.27,9.08
5.02,3.13
7.83,4.79
5.18,5.81
9.36,0.43
4.02,3.88
3.63,7.65
6.73,7.98
5.45,5.23
6.93,5.32
7.9,4.81
9.56,3.44
0.32,3.77
2.85,2.34
1.32,2.66
4.48,7.32
2.78,6.88
