4.46,9.61
5.33,4.24
6.23,1.27
6.12,4.67
8.31,7.07
8.55,6.75
1.15,7.85
0.49,0.48
4.14,0.43
1.83,2.27
8.34,0.23
6.88,5.8
3.6,4.74
6.38,9.85
4.83,3.62
2.56,9.28
7.77,1.87
2.01,4.45
6.92,1.67
3.11,9.4
5.47,7.75
2.21,5.6
8.59,2.44
4.06,4.16
0.45,1.5
4.97,6.7
1.77,6.06
3.9,6.02
6.51,1.12
1.31,0.78
3.4,0.49
5.39,8.76
2.56,6.24
3.15,4.36
6.5,4.61
3.07,0.84
9.59,1.23
7.44,8.07
0.6,1.82
1.38,3.64
0.96,1.11
5.86,0.66
7.89,9.62
4.93,0.18
1.02,0.72
2.85,0.94
0.72,5.49
5.35,4.95
2.38,3.17
5.83,6.74
1.96,7.45
8.23,0.97
5.5,1.01
4.9,1.95
9.49,8.55
6.07,2.05
2.49,8.28
8.76,2.57
0.25,7.22
5.45,1.7
3.48,9.2
1.41,7.72
8.56,8.3
8.96,1.5
9.4,0.03
8.96,0.57
2.35,6.49
0.82,2.09
7.79,4.51
1.52,0.99
1.19,5.87
8.81,7.82
3.19,9.32
6.67,9.23
0.41,6.38
7.7,1.45
0.3,9.1
5.32,8.13
4.25,3.83
4.16,2.37
5.58,3.97
7.71,5.32
4.02,3.9
0.34,1.01
4.25,5.53
4.28,9.8
6.71,2.8
1.76,0.43
3.35,8.66
2.54,5.55
7.57,7.68
6.71,8.39
8.49,7.9
4.62,6.48
2.38,5.42
0.38,4.33
0.42,7.09
9.44,2.63
5.05,6.65
4.39,6.4
6.61,4.59
0.95,7.98
6.54,8.6
3.13,2.85
5.32,0.17
7.84,6.79
5.75,4.08
1.89,8.45
3.41,2.62
5.86,7.05
5.13,5.6
8.02,0.33
3.8,3.62
8.65,0.9
6.49,8.84
7.57,9.46
0.13,8.28
7.65,1.45
7.73,1.87
3.07,8.1
4.83,0.56
2.52,6.33
7.02,9.55
0.87,7.86
7.78,5.8
5.25,2.48
5.23,5.06
9.58,2.84
1.44,8.17
1.67,4.96
2.94,1.11
9.47,4.73
5.21,0.99
9.05,3.87
0.36,8.06
8.0,7.58
1.62,4.1
5.41,5.79
4.5,1.79
9.61,5.49
2.74,9.87
2.57,2.97
5.67,1.39
7.86,2.86
5.07,3.15
8.69,7.79
5.66,1.8
7.19,8.16
3.49,5.16
0.85,8.1
8.34,6.29
0.01,6.27
9.29,8.71
9.89,7.16
9.49,2.8
2.88,7.6
7.24,4.97
1.66,8.15
9.88,6.5
7.36,2.48
2.37,8.27
4.66,4.84
3.95,1.17
5.68,7.26
3.15,1.44
0.72,3.17
5.64,0.67
5.38,8.46
2.46,3.96
5.72,9.87
9.43,1.16
6.91,4.95
8.78,2.95
8.81,1.99
7.55,0.46
1.89,1.67
0.98,8.58
5.35,6.68
5.97,0.55
8.53,2.51
7.86,3.8
3.97,0.47
7.2,0.66
7.2,6.43
7.87,9.77
1.23,1.25
4.27,4.26
3.43,7.27
6.01,1.1
9.7,3.66
5.48,4.07
4.89,4.09
2.02,9.31
6.41,1.71
8.18,0.47
8.62,8.89
2.9,1.39
9.99,5.75
0.3,8.75
1.02,5.86
2.14,9.87
2.18,3.07
3.77,9.29
0.88,4.68
3.24,7.27
3.07,7.18
3.81,4.53
4.79,4.59
3.79,6.44
6.15,3.87
5.71,3.61
5.32,9.74
4.34,2.04
0.86,7.73
6.29,1.1
5.78,0.27
7.36,9.08
7.34,2.66
3.65,0.57
3.3,3.0
1.46,1.0
8.33,0.86
4.04,2.18
4.29,2.66
0.22,7.13
0.6,3.33
5.44,7.83
7.36,6.35
7.06,5.63
8.08,5.4
8.0,0.05
9.12,4.8
5.03,6.79
9.91,7.37
9.18,7.16
7.56,1.08
5.22,8.01
4.14,3.03
6.35,5.11
5.61,4.41
9.2,7.42
5.24,4.19
7.16,5.05
0.59,4.54
6.09,4.79
2.48,6.34
0.27,9.7
0.78,0.79
5.76,2.49
8.41,1.02
7.02,6.94
2.53,5.62
9.74,9.26
6.57,7.98
6.72,6.94
9.94,7.97
4.46,7.79
7.48,6.2
6.02,2.74
8.57,8.52
3.4,3.63
3.97,2.6
0.69,2.36
0.67,1.05
6.64,3.48
4.17,2.98
8.7,9.15
4.58,3.38
2.86,2.61
9.43,4.77
6.16,8.96
7.97,5.08
7.09,7.31
1.69,1.46
6.66,1.79
1.62,8.7
1.71,3.97
7.65,3.94
5.17,8.65
5.89,7.01
9.33,5.12
3.27,6.79
6.72,1.62
7.06,3.15
7.64,3.09
3.48,6.69
5.67,0.43
7.59,8.2
8.67,5.52
3.85,2.5
1.18,0.84
2.2,2.14
8.95,3.42
8.31,7.99
4.46,8.71
3.8,0.28
4.07,6.78
8.8,1.1
4.67,1.03
9.93,6.21
5.07,9.02
8.65,0.05
7.91,6.1
0.64,4.67
7.82,7.47
6.46,6.3
8.5,6.48
0.83,6.75
0.31,7.91
1.53,0.82
5.6,0.85
4.09,3.1
0.47,2.3
2.52,6.56
3.31,2.32
5.26,2.5
6.44,3.01
0.68,5.55
8.71,6.78
1.83,2.64
5.24,5.24
9.9,4.4
3.6,1.47
1.01,5.41
8.93,0.61
3.29,4.01
6.6,4.68
7.99,9.74
3.93,7.89
8.32,9.66
6.01,6.04
6.73,0.78
1.0,7.92
5.17,9.83
0.7,5.71
8.04,9.85
1.55,4.8
4.61,4.73
8.36,3.63
0.73,4.99
3.75,4.1
2.13,3.77
7.4,3.68
1.09,8.73
1.23,5.94
9.71,1.85
3.44,1.08
7.11,7.92
8.33,8.35
2.15,8.25
0.46,6.16
8.54,7.47
4.14,2.54
0.65,2.42
2.55,1.22
9.09,4.45
0.87,2.56
3.33,5.5
1.17,2.86
8.06,6.48
9.58,3.37
7.03,0.66
9.38,6.26
9.71,9.19
4.41,7.05
7.83,7.09
6.41,8.29
0.64,8.21
0.91,9.6
4.57,8.59
7.81,3.61
3.62,5.49
0.2,5.72
5.91,6.15
7.39,6.11
5.07,9.61
9.79,8.47
1.51,1.97
1.07,7.19
9.23,7.18
1.82,2.67
0.76,4.33
2.01,4.57
5.24,3.45
5.47,4.45
6.58,0.67
1.47,3.72
5.98,0.92
3.41,2.19
0.62,5.34
5.95,7.94
4.84,5.09
4.24,9.23
0.62,2.71
4.19,2.71
8.79,4.59
7.88,5.21
3.1,6.25
2.43,8.93
5.8,4.46
1.93,0.14
3.33,7.19
7.61,2.95
0.67,3.71
2.47,2.32
6.72,9.87
0.19,0.47
5.69,4.0
6.21,0.1
5.86,5.74
3.04,5.39
2.68,8.96
6.85,0.32
7.12,1.41
6.93,0.68
6.08,8.74
4.26,1.25
9.94,0.91
2.97,1.11
9.5,2.49
1.28,5.29
8.73,9.39
8.78,9.83
3.36,5.58
8.28,3.27
0.49,6.06
7.93,4.38
5.84,5.36
0.83,4.58
8.04,9.82
0.16,9.64
2.22,0.9
2.73,5.46
2.8,1.75
7.36,8.47
1.13,3.33
9.45,4.08
2.39,9.47
7.77,2.91
9.46,6.17
0.63,1.02
1.13,9.86
4.05,1.68
3.97,8.29
9.33,3.18
0.67,6.32
7.57,7.18
1.34,5.47
1.23,8.29
0.5,0.22
0.64,7.35
6.88,1.11
9.15,0.07
7.21,0.42
2.55,2.66
5.0,5.82
4.75,5.09
5.09,2.75
8.45,8.8
4.56,1.03
5.51,1.79
9.82,4.55
1.71,3.26
4.84,3.2
6.7,6.12
6.77,0.32
6.35,9.06
9.3,7.69
4.07,2.77
2.41,8.12
3.27,6.4
9.65,8.73
6.63,0.83
1.56,4.85
6.14,2.79
3.66,9.85
1.36,0.5
5.95,8.26
8.78,9.15
9.89,2.04
0.94,1.67
1.66,7.09
7.89,7.81
2.78,1.05
4.62,9.97
3.52,6.27
1.62,9.94
1.59,7.2
0.27,2.44
5.1,7.31
0.6,2.88
3.06,0.52
9.63,7.02
6.68,5.8
4.63,9.97
9.65,1.07
8.1,2.66
9.32,2.89
6.84,1.34
2.23,5.79
