6.28,8.67
4.12,2.98
8.14,8.0
0.69,7.47
1.21,4.82
1.63,0.58
9.93,7.53
4.14,9.76
3.21,1.95
2.51,9.36
0.66,9.73
5.7,3.16
6.48,9.41
9.15,3.08
2.1,6.95
9.32,1.48
7.75,6.59
2.05,5.11
0.23,8.45
2.98,8.54
4.39,0.89
7.33,0.06
7.41,8.04
3.82,6.78
5.37,1.92
3.47,4.19
2.95,5.56
9.63,5.0
4.47,5.71
0.63,7.34
1.97,6.89
0.39,9.93
8.76,0.97
8.88,3.4
8.86,3.89
8.25,5.11
2.49,7.04
2.14,1.48
0.92,0.68
6.25,9.45
4.48,6.96
6.13,7.16
9.01,8.71
6.02,1.8
4.44,2.03
0.5,4.68
7.39,8.57
8.64,3.88
1.94,1.22
3.79,6.09
3.14,1.3
7.58,4.83
5.57,0.37
5.05,1.27
3.74,3.4
7.64,6.08
1.8,9.47
2.2,6.19
3.32,2.59
6.25,2.88
6.54,8.81
1.27,5.39
1.37,3.32
6.8,4.93
3.85,1.67
6.21,9.95
0.82,2.64
8.59,8.19
5.83,9.04
5.91,5.91
7.18,2.39
4.63,9.79
3.5,1.68
6.12,7.54
9.38,4.48
0.82,8.53
2.89,0.57
6.2,9.41
2.3,1.53
7.95,2.12
5.35,9.18
5.78,7.53
3.3,8.92
2.89,9.22
8.54,2.47
7.91,2.97
6.74,7.72
5.44,2.44
2.05,3.52
9.5,3.1
9.12,4.2
1.37,9.38
5.99,3.11
0.28,5.57
8.48,9.36
6.65,5.82
8.19,7.82
5.86,1.4
3.55,0.06
2.44,7.11
6.28,2.62
4.24,7.47
1.49,2.8
3.32,3.93
4.99,6.84
5.64,7.1
2.25,7.49
2.06,5.92
5.06,7.28
5.59,0.01
5.14,8.76
3.43,6.25
0.8,8.57
3.3,8.77
8.31,1.36
8.17,9.41
3.94,5.62
6.77,5.31
6.63,0.41
4.47,4.32
7.1,4.49
4.06,5.67
1.09,6.96
4.06,3.16
6.79,7.28
1.53,2.49
3.65,6.69
2.11,8.23
5.15,1.63
4.81,2.39
7.93,9.71
6.73,7.99
3.41,0.71
9.01,8.9
1.66,2.48
6.57,3.89
8.15,9.66
2.04,1.03
1.44,6.43
5.42,9.3
5.89,5.09
9.66,7.95
1.11,6.02
1.76,4.2
5.35,3.36
8.76,2.85
9.5,1.04
2.0,4.29
6.78,8.85
2.29,3.14
