0.67,1.56
0.58,0.46
4.82,3.38
6.93,7.27
2.1,7.91
9.74,9.93
2.03,6.28
8.64,9.87
1.02,3.47
1.95,3.4
9.7,7.56
1.62,2.71
2.44,8.14
5.63,5.16
2.46,4.07
9.63,6.4
8.1,5.4
1.02,8.55
3.15,6.69
4.12,6.62
5.51,0.73
5.22,9.01
2.39,6.0
5.83,7.45
3.14,1.99
6.91,3.35
6.33,5.41
4.34,3.81
6.47,3.81
7.81,3.03
5.45,0.53
0.46,3.52
9.95,3.2
3.83,9.06
4.79,7.49
5.11,6.33
2.76,2.35
1.48,8.85
9.0,7.15
8.65,6.87
6.88,1.07
8.56,2.21
5.46,1.92
7.11,1.97
7.19,5.46
1.5,6.21
2.83,6.56
2.8,1.1
9.03,2.75
5.9,2.87
9.73,6.97
5.74,1.93
8.61,3.58
5.58,7.53
6.63,2.56
0.16,0.98
3.15,7.11
6.13,4.28
3.55,1.05
9.67,7.03
0.11,5.49
9.59,1.51
5.55,2.31
1.11,5.57
6.6,2.76
1.18,9.31
4.76,5.7
7.39,6.3
3.24,4.09
3.48,5.95
1.34,2.8
8.8,3.36
3.76,0.88
6.55,0.05
3.05,8.82
3.35,3.4
8.38,1.3
0.42,5.06
9.55,2.89
5.96,0.94
4.99,8.6
8.59,8.2
4.61,9.24
2.89,7.73
3.89,7.41
8.89,2.53
5.44,0.1
0.02,9.55
8.38,2.96
5.96,3.65
5.58,5.74
4.75,6.28
0.8,0.26
5.09,3.9
9.16,7.2
6.46,8.46
2.2,8.07
3.93,2.0
1.37,6.53
8.23,9.8
5.14,1.33
8.13,0.98
7.32,3.8
6.88,1.82
9.53,6.93
6.81,0.68
6.43,3.77
3.04,9.13
5.63,6.11
3.13,7.95
0.64,9.48
2.95,0.37
1.15,8.31
3.65,8.17
9.42,6.44
4.04,2.15
2.27,5.32
1.34,6.35
7.97,8.02
4.33,5.36
4.64,0.36
4.16,0.7
2.94,3.4
4.17,8.35
4.95,7.42
0.88,8.62
0.97,6.34
9.52,0.57
4.18,9.66
8.46,0.5
5.22,9.53
1.6,8.7
4.34,1.5
2.45,1.76
0.97,4.83
1.11,5.73
4.97,8.57
8.69,5.42
8.16,8.17
5.73,8.4
8.89,6.3
9.68,4.77
7.36,8.85
7.24,8.64
1.63,1.46
6.84,5.57
1.59,2.45
9.57,7.63
1.28,5.36
2.01,8.36
8.36,0.57
2.38,7.71
9.37,8.72
2.38,3.92
6.55,9.64
5.02,9.33
8.52,5.97
8.41,4.17
2.9,0.35
1.34,5.27
1.62,6.37
8.98,7.62
2.08,8.55
4.49,8.79
8.85,8.57
8.9,4.55
7.13,6.28
9.03,7.36
1.51,4.61
6.13,7.19
8.23,6.43
4.01,4.44
5.29,7.55
6.0,4.89
5.03,4.34
6.09,1.8
7.94,1.8
6.99,3.2
3.24,4.98
2.84,8.63
2.72,6.4
6.78,9.86
5.69,5.0
2.69,1.94
4.38,4.34
1.99,9.5
8.11,3.59
4.74,4.43
2.76,3.46
8.84,7.62
3.18,4.94
9.42,0.69
3.91,3.91
7.58,3.89
4.64,9.4
9.3,9.79
5.59,6.66
8.43,4.61
8.01,6.3
9.48,7.47
1.24,3.75
8.84,3.47
3.99,4.14
0.52,6.96
3.82,3.97
3.3,0.04
4.75,3.64
2.86,9.77
2.78,0.46
6.89,6.24
1.08,5.63
5.02,7.57
4.93,4.16
6.14,4.19
4.91,3.78
9.58,6.28
5.59,8.84
8.79,2.38
0.7,8.82
7.01,7.6
4.58,5.65
7.02,5.22
6.73,3.43
3.1,6.74
7.35,4.01
1.03,0.27
2.76,5.41
1.19,5.67
4.46,7.05
4.66,9.5
6.32,8.93
9.27,2.01
9.17,9.77
6.44,1.46
3.58,0.46
0.85,0.48
0.86,1.47
0.59,8.3
8.03,8.34
9.88,5.42
6.23,6.9
4.52,3.05
7.56,3.89
0.55,7.92
1.38,3.83
5.57,5.54
9.35,5.16
