8.91,9.18
7.7,9.87
7.53,0.11
0.5,2.97
9.0,5.91
3.77,3.23
4.43,1.66
0.19,1.7
9.1,9.56
9.04,4.26
3.74,5.55
6.54,0.12
9.75,0.13
7.61,7.72
7.54,4.63
7.02,0.16
5.39,7.69
8.5,4.13
7.62,7.25
7.52,7.97
8.2,8.46
0.92,0.18
4.21,2.18
3.09,3.1
3.23,8.76
9.07,6.98
5.93,0.04
9.68,8.72
6.67,6.4
5.51,2.9
0.81,7.27
5.07,7.59
1.93,9.55
1.19,5.97
8.87,7.72
4.89,7.66
3.57,9.75
0.66,0.89
9.22,8.49
6.91,9.83
8.36,4.37
2.25,8.11
1.08,8.43
0.72,0.36
6.95,3.02
7.92,3.4
4.19,1.7
7.2,7.65
0.82,4.78
8.12,0.21
